id,brewery_id,name,cat_id,style_id,abv,ibu,srm,upc,filepath,descript,add_user,last_mod
54,39,Christmas Ale 2007,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
55,176,Equinox Dark Belgian Winter,-1,-1,8.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
56,856,Serafijn Christmas Angel,-1,-1,8.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
57,160,Obovoid Empirical Stout,3,43,8.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
58,1221,Furious Beer,3,31,6.0,0.0,0.0,0,"","Like Hops? You'll like this fire-hued beer. This is the beer I have always dreamed of making. This is the beer that would come to mind while spending the last two years tearing down walls, hanging sheetrock, moving kegs, power washing the ceilings, arguing with various agencies, and cutting the water main. 

Without Golden Promise malt, made by family-owned Simpsons Malt, Furious would just be pissed off-ed. From Scotland, this malt is still produced in the tradition of turning over the barley by hand, resulting in a malt that is unsurpassed in its quality. Golden Promise is also used extensively by premium whisky distilleries such as The Macallan. This malt provides the backbone for the intense hop character. Four American hop varieties are used at a rate of over three pounds per barrel. The result is a rich malt sweetness infused with bright hop flavor and aroma from beginning to end. Oh yeah, it's about 6% alcohol and around 100 IBUs.",0,2010-07-22 20:00:20 UTC
59,1221,Bender Beer,3,38,5.099999904632568,0.0,0.0,0,"","This beer is an amalgamation of styles; brown/porter/apa. Five distinct malts, including two from Belgium, give this beer added complexity and depth. We also add oatmeal to this beer to give it a smooth texture not usually associated with this type of beer. We add large amounts of American finishing hops to give Bender a citrus hop aroma because... we like hops. This is a session beer weighing in around 5% alcohol and 25 IBUs. Grab one today, we think you will want another!",0,2010-07-22 20:00:20 UTC
60,1315,Oak Aged Ebenezer,-1,-1,9.399999618530273,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
61,160,Killer Penguin,3,35,10.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
62,236,Oatmeal Stout,3,42,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
63,935,Isolation Ale,11,141,6.0,0.0,0.0,0,"","Ever been in a warm, cozy cabin and had a secret desire to get snowed in? To celebrate the winter season, we offer our Isolation Ale - a traditional winter brew made with premium malts imported from England. It's just one of the reasons Isolation Ale stands alone.",0,2010-07-22 20:00:20 UTC
64,501,Festive Ale 2007,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
65,586,Bourbon County Stout 2007,-1,-1,13.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
66,670,Twelve Days,3,42,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
67,1056,Seriously Bad Elf,-1,-1,9.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
68,905,Big Shot Seasonal Ale,2,25,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
69,923,God Jul - Winter Ale,3,42,8.5,0.0,0.0,0,"","A dark ale brewed specially for the Christmas season, with a rich, complex taste of caramel. This is a strong, dark and rather sweet Christmas Beer â€“ just the way we think a Christmas beer should be.",0,2010-07-22 20:00:20 UTC
70,1142,Harvest Ale 2007,3,26,6.699999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
71,161,Nut Cracker Ale,11,141,5.900000095367432,0.0,0.0,0,"","Nutcracker Ale is Boulevardâ€™s holiday gift for real beer lovers. This hearty, warming brew is a classic winter ale, deep amber in color, with hints of molasses balanced by the â€œspicinessâ€ of freshly harvested Chinook hops.",0,2010-07-22 20:00:20 UTC
72,779,Goosinator Smoked Doppelbock 2007,8,95,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
73,779,Snow Bound Winter Ale,-1,-1,8.600000381469727,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
74,779,Warrior IPA,3,31,6.599999904632568,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
75,266,Petrus Oud Bruin,-1,-1,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
76,266,Petrus Gouden Tripel Ale,-1,-1,7.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
77,266,Petrus Blond Ale,-1,-1,6.599999904632568,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
78,266,Petrus Dubbel Bruin Ale,5,60,6.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
79,266,Petrus Speciale,3,26,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
80,1202,Weizengold Hefefein,4,50,5.099999904632568,0.0,0.0,0,"","Stiegl Weizengold. It has 12o original gravity; the choicest ingredients and a top fermentation process are responsible for the highest possible quality and an unmistakable flavor. It is brewed according to the classic wheat beer recipe: 60 % wheat malt and 40 % barley malt, top fermentation and in compliance with the Purity Law of 1516.  This fine yeast wheat beer specialty is a refreshing, natural and stimulating beer brand.",0,2010-07-22 20:00:20 UTC
81,160,Never Summer Ale,11,141,5.940000057220459,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
82,1264,Modern Monks Belgian Blonde,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
83,1264,Grand Cru,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
84,210,JÃ¶rger WeiÃŸe Hell,4,50,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
85,1272,OSB Premium Ale,-1,-1,4.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
86,425,Morocco Ale,-1,-1,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
87,1047,Glacier Ale,3,33,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
88,1047,Bent Nail IPA,3,31,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
89,879,Espresso Porter,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
90,879,Harvest Ale,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
91,879,Stillwater Rye,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
92,879,Sharptail Pale Ale,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
93,879,Fat Belly Amber,3,33,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
94,879,Whitetail Wheat,8,95,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
95,879,Sandbagger Gold,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
96,901,Brunette Nut Brown Ale,3,38,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
97,901,Irish Red,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
98,901,Belgian Wit,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
99,901,EOS Hefeweizen,4,50,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
100,901,India Pale Ale,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
101,1185,Winter Ale,1,13,6.300000190734863,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
102,1260,Pride & Joy Mild Ale,1,10,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
103,1260,Robert the Bruce Scottish Ale,1,15,7.0,0.0,0.0,0,"","A big malty body from chocolate and roasted malts, well balanced with just the right combination of hops. Robust yet smooth, a true malt-lover's delight.",0,2010-07-22 20:00:20 UTC
104,1056,Lump of Coal Dark Holiday Stout,3,42,8.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
105,1056,Warm Welcome Nut Browned Ale,3,38,6.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
106,884,Pendle Witches Brew,3,26,5.099999904632568,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
107,345,Carnegie Stark-Porter,2,25,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
108,727,Harvest Ale 2002,1,13,11.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
109,1075,Woody Organic IPA,3,31,6.199999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
110,620,Adriaan,-1,-1,5.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
111,304,Leute Bok Bier,7,90,7.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
112,905,La Folie Falling Rock,-1,-1,6.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
113,1315,Oak Aged IPA,-1,-1,6.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
114,304,Tikka Gold,3,26,5.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
115,179,La Divine Double Blond,-1,-1,7.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
116,179,La Divine Tripel Amber,-1,-1,9.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
117,292,Ename Tripel,-1,-1,8.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
118,827,Triple Dipsea Belgian,-1,-1,9.199999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
119,1019,Oktoberfest Weizen,-1,-1,5.699999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
120,1029,Imperial Hefeweizen,-1,-1,7.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
121,481,Triple Exultation Old Ale,1,13,9.699999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
122,130,Organic Gingerbread Ale,-1,-1,6.800000190734863,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
123,1064,Falcon Pale Ale,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
124,441,Buzzsaw Brown,3,38,4.800000190734863,0.0,0.0,0,"","By 1915, Bend, Oregon, was alive with the sound of the buzz saw, as two of the country's largest pine sawmills set up shop on the banks of the Deschutes River.  The mills are  gone now, but the smokestacks still stand testament to Bend's humble beginnings. 

Buzzsaw Brown is an easy-drinking beer that is refreshing after a hard dayâ€™s work. The timber mills in Bend may be closed, but whether your adventure includes a day of scaling rock faces, hitting 18 holes or skiing the slopes in spring, Buzzsaw Brown is the perfect end to a fun-filled day.

â€œBuzzsaw Brown is one of my favorite beers,â€ says Deschutes Brewery Brewmaster Larry Sidor. â€œThe unique combination of European and American malts makes it a very food friendly beer that pairs well with a wide variety of flavors.â€",0,2010-07-22 20:00:20 UTC
125,369,Eisenbahn South American Pale Ale (S.A.P.A.),3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
126,584,Geist Bock,7,90,6.099999904632568,0.0,0.0,0,"","This is one of our rare lagers brewed in the style of the German Heiliges Geist Bock, or Holy Ghost Bock. The name refers to the lighter nature of the beer as opposed to the darker and heavier Doppel Bock and Mai Bock also brewed during the spring in Germany. There is a rich malt flavor, a firm German style lager head, and a clean lagered finish to this beer.  Available on draft or in 12 oz. bottles.",0,2010-07-22 20:00:20 UTC
127,623,Troll Porter,2,25,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
128,397,Dark Ale,1,10,4.5,0.0,0.0,0,"","A dark brew full of promise. Coopers Dark Ale is a journey in taste, starting fresh and creamy, and finishing with a lingering coffee flavour. 

Conditioned and naturally brewed using the top fermentation method, Coopers 'Dark' is made using roasted and chocolate malts, giving it a rich dark colour and unique flavour. 

Coopers Dark Ale has no additives and no preservatives.",0,2010-07-22 20:00:20 UTC
129,441,Cinder Cone Red,3,33,5.400000095367432,0.0,0.0,0,"","Cinder Cone Red's diverse selection of hops and barley captivates thirsty palates with its toffee-like flavor, intense citrus aroma and defined bitterness.

Located on the northern slope of Mt. Bachelor, the Cinder Cone was also known as ""Red Hill"" due to its reddish color that is revealed as the seasons change, the weather warms and the snow melts.  It's spring. Time to get outside.",0,2010-07-22 20:00:20 UTC
130,562,LTD 02 Lager,7,90,6.400000095367432,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
131,189,Saison Vielle Provision,-1,-1,6.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
132,130,Organic Barley Wine Ale 2005,-1,-1,9.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
133,562,Old Boardhead 2006,-1,-1,9.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
134,622,Blue Dot Double India Pale Ale,3,32,7.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
135,562,Nugget,3,33,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
136,1175,American Pale Ale,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
137,236,471 Extra ESB,-1,-1,7.800000190734863,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
138,935,Odell Red Ale,3,33,6.5,0.0,0.0,0,"","The Rocky Mountain Goat is no ordinary goat. Just like Odell Red is no ordinary red. 

We took the American-style red to a whole new level by adding a variety of aggressive American hopsâ€”giving this ale a distinctive fresh hop aroma and flavor. 

We think you'll agree this red has some serious kick.",0,2010-07-22 20:00:20 UTC
139,335,Long Leg English Fuggles Hop Ale,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
140,671,Summer Lightning,-1,-1,5.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
141,255,Haymaker Extra Pale Ale,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
142,447,Pale Ale,3,26,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
143,447,Silk Lady,3,26,4.400000095367432,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
144,447,Danger Ale,3,38,5.199999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
145,447,Irish Style Ale,-1,-1,5.199999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
146,1392,Yeti Special Export,8,95,7.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
147,1151,Steelie Brown Ale,3,38,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
148,441,Bond Street 19th Anniversary,-1,-1,8.699999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
149,1151,Trumpeter,3,42,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
150,1264,Nitro Porter,2,25,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
151,62,Fourteen,-1,-1,9.460000038146973,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
152,919,Old Stock Ale 2007,1,13,11.699999809265137,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
153,160,Cold Hop,1,2,6.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
154,742,Hitachino Nest Espresso Stout,-1,-1,7.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
155,433,Witte,-1,-1,5.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
156,432,Slaapmutske Triple Nightcap,-1,-1,8.100000381469727,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
157,723,Biere de Mars,1,13,7.0,0.0,0.0,0,"",A sustaining beer that is brewed to comfort in the gusty ides of March and welcome in a wealth of warmer weather.,0,2010-07-22 20:00:20 UTC
158,300,Kerst Pater Special Christmas Beer,-1,-1,9.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
159,432,Zoetzuur Flemish Ale,-1,-1,7.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
160,869,WPA (Wheat Pale Ale),-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
161,869,Smoked Hefe,8,95,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
162,1084,The Unforgiven Amber Ale,3,33,5.800000190734863,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
163,192,Strange Ghost,-1,-1,8.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
164,595,Duke IPA,3,31,5.099999904632568,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
165,595,Broad Axe Stout,3,42,5.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
166,595,Northern Light Lager,8,95,4.400000095367432,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
167,31,Podge Belgian Imperial Stout,3,42,10.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
168,307,Okocim Porter,2,25,8.300000190734863,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
169,458,1809,-1,-1,5.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
170,433,Pannepot,-1,-1,10.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
171,604,Samurai,-1,-1,5.099999904632568,0.0,0.0,0,"","Looking for something a little different? Brewed with rice and barley malts, Samurai is an easy drinking, unfiltered ale that changes the status quo for unfiltered beers. The addition of rice gives Samurai a slightly fruity, crisp, refreshing and clean taste. This is definitely not your everyday unfiltered beer.",0,2010-07-22 20:00:20 UTC
172,122,Crystal Ale,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
173,177,Gavroche French Red Ale,-1,-1,8.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
174,1138,Coney Island Lager,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
175,191,La BiÃ¨re des Collines van de Saisis,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
176,211,Dark Beer / StiftsbrÃ¤u,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
177,723,LuciÃ©rnaga,5,64,6.5,0.0,0.0,0,"","An artisan pale ale brewed in the Grand Cru tradition. Enjoy its golden effervescence and gentle hop aroma. Coriander and Grains of Paradise round out the spicy palate, melting o so softly into a silken finish of hoppiness and bliss! Make any season a celebration!",0,2010-07-22 20:00:20 UTC
178,202,CuvÃ©e des Champions 2003-2004,5,70,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
179,859,Beer Geek Breakfast,3,43,7.5,0.0,0.0,0,"","Breakfast is the most important meal of the day, many say, and if you are a beer geek there is no better way to start the day than with a powerful, complex morning stout. The unique mix of oats and coffee gives this beer large body and power, while the coffee, at the same time, creates a nice balance.",0,2010-07-22 20:00:20 UTC
180,432,Flemish Primitive Wild Ale (Spoon Whacker),-1,-1,9.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
181,39,Bock,7,90,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
182,810,Double India Pale Ale,3,26,8.600000381469727,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
183,984,Old Bawdy 2006,-1,-1,10.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
184,397,Extra Strong Vintage Ale,-1,-1,7.5,0.0,0.0,0,"","If fine wine were beer it would no doubt be Coopers Extra Strong Vintage Ale. This strong ale imparts rich full flavours that are suitable for maturation. Brewed with choice malts and an extended top fermentation, Coopers Extra Strong Vintage Ale will improve with age, becoming more interesting and complex in flavour for up to 18 months. The results are well worth the wait!",0,2010-07-22 20:00:20 UTC
185,481,Certified Organic India Pale Ale,3,26,7.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
186,481,Certified Organic Porter,2,25,5.5,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
187,481,Certified Organic Extra Pale Ale,-1,-1,0.0,0.0,0.0,0,"","",0,2010-07-22 20:00:20 UTC
